key,scouter,match,alliance,team,robot_move_in_auto,a-stop_activated,total_fuel_scored,speed_to_shoot_fuel,accuracy_to_shoot_fuel,number_of_fuel_scored,duirng_inactive_did_collect,during_inactive_did_pass,collect_from_alliance_zone,collect_from_neutral_zone,travel_over_bump,travel_under_trench,was_intake_good,defensive_whole_game,shot_from_same_position,grade_robot's_performance,result_of_match,energized_ranking_point,supercharged_ranking_point,traversal_ranking_point,total_points_scored,comments
62.Blue 3,Amanah Obaji ,62,b3,564,1,0,3,3,3,4,1,1,1,1,1,0,0,1,1,4,0,0,0,0,0,Hello World!
62.Red 1,Domenic Giammusso ,62,r1,3181,0,-1,1,1,3,4,1,0,1,1,1,0,1,0,1,3,-1,0,1,1,0,Hello World!
62.Red 2,Tetra Ukav ,62,r2,6868,0,-1,1,1,3,5,0,0,1,0,1,1,0,0,0,2,0,1,0,0,1,Hello World!
62.Red 3,Andrew Crawford  ,62,r3,578,0,-1,3,1,3,1,0,0,1,1,0,0,0,1,1,2,0,1,1,0,1,Hello World!
63.Blue 1,Gianmarco D'Angelo  ,63,b1,1056,1,-1,3,1,2,2,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,Hello World!
63.Blue 2,Rachel Case ,63,b2,325,1,1,5,1,3,3,0,0,1,1,0,1,0,0,0,-1,-1,0,1,0,0,Hello World!
63.Blue 3,Vaishu Das ,63,b3,144,1,1,5,3,1,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,Hello World!
63.Red 1,Andrew Crawford  ,63,r1,1405,1,1,2,1,1,3,1,1,1,1,1,0,0,0,0,4,0,0,0,1,0,Hello World!
63.Red 2,Arthur Sayre ,63,r2,3173,1,-1,1,1,3,4,1,1,0,1,0,0,1,1,1,2,-1,1,1,1,1,Hello World!
63.Red 3,Vaishu Das ,63,r3,2340,0,-1,1,2,3,5,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,Hello World!
64.Blue 1,Tyler Hignett ,64,b1,3044,1,1,3,2,1,4,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,Hello World!
64.Blue 2,Domenic Giammusso ,64,b2,810,1,0,2,1,2,5,0,1,1,1,0,0,0,0,0,2,1,1,0,0,1,Hello World!
64.Blue 3,Celton Norter ,64,b3,639,0,-1,5,1,3,1,1,0,0,1,1,0,0,0,1,-1,1,0,0,0,0,Hello World!
64.Red 1,Eli Harrison ,64,r1,4093,0,-1,5,3,3,2,0,1,0,0,0,1,0,1,1,3,-1,0,0,0,0,Hello World!
64.Red 2,Runa Hunt ,64,r2,1468,0,0,4,2,2,5,0,1,0,0,1,0,1,0,0,2,1,1,1,1,0,Hello World!
64.Red 3,Tetra Ukav ,64,r3,378,0,1,3,1,2,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,Hello World!
65.Blue 1,Runa Hunt ,65,b1,7903,1,-1,1,2,2,5,0,0,1,1,1,0,1,0,0,-1,-1,1,1,0,1,Hello World!
65.Blue 2,Colby Jackson ,65,b2,1126,0,1,3,3,1,2,1,1,0,0,0,0,1,1,0,4,0,1,0,1,1,Hello World!
65.Blue 3,Andrew Crawford  ,65,b3,1518,1,0,2,3,2,1,1,1,1,0,1,0,0,1,1,4,0,1,0,0,1,Hello World!
65.Red 1,Runa Hunt ,65,r1,8503,1,-1,1,3,3,4,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,Hello World!
65.Red 2,Caitlin Munier ,65,r2,1559,0,1,1,2,2,2,1,1,1,0,1,0,1,1,0,4,0,0,0,1,0,Hello World!
65.Red 3,Celton Norter ,65,r3,7030,1,0,4,1,1,3,1,1,1,1,1,1,1,0,1,2,-1,0,1,1,0,Hello World!
66.Blue 1,Tyler Hignett ,66,b1,6947,0,0,4,1,3,3,1,0,1,1,0,0,1,1,1,2,-1,0,0,1,0,Hello World!
66.Blue 2,Nicholas Munier ,66,b2,3003,1,1,3,2,2,1,0,1,0,0,1,1,1,1,1,1,-1,0,0,0,1,Hello World!
66.Blue 3,Tyler Hignett ,66,b3,340,1,1,5,3,2,4,0,0,0,1,1,1,1,0,1,4,0,0,1,0,0,Hello World!
66.Red 1,Carter Silva ,66,r1,1591,0,1,3,3,2,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,Hello World!
66.Red 2,Jonah Woika ,66,r2,20,0,1,5,1,1,5,0,1,0,1,1,1,0,1,0,4,0,0,0,0,1,Hello World!
66.Red 3,Gianmarco D'Angelo  ,66,r3,2228,1,0,5,1,2,1,0,0,1,0,1,1,1,1,1,2,1,1,0,1,0,Hello World!
67.Blue 1,Andrew Crawford  ,67,b1,1511,1,-1,1,1,2,3,1,0,0,1,0,0,0,0,0,3,1,0,1,0,0,Hello World!
67.Blue 2,Caitlin Munier ,67,b2,3015,0,-1,1,1,2,4,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,Hello World!
67.Blue 3,Ruth Christensen ,67,b3,5590,0,0,2,1,2,4,0,1,0,1,1,0,0,1,1,-1,-1,1,0,1,0,Hello World!
67.Red 1,Celton Norter ,67,r1,432,0,1,3,3,3,3,0,0,1,1,0,1,1,1,1,2,0,1,1,1,1,Hello World!
67.Red 2,Connor Rapp ,67,r2,424,0,0,2,3,1,2,1,0,0,0,1,1,1,0,1,2,0,1,0,0,0,Hello World!
67.Red 3,Tetra Ukav ,67,r3,694,0,0,4,3,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,Hello World!
68.Blue 1,Vaishu Das ,68,b1,3838,1,0,3,3,3,3,1,1,0,1,0,0,1,0,1,3,-1,0,1,1,1,Hello World!
68.Blue 2,Dean Blanchard ,68,b2,578,1,0,1,2,1,1,0,0,0,0,1,0,1,0,0,-1,1,0,1,0,0,Hello World!
68.Blue 3,Matthew Mazzota ,68,b3,1507,1,-1,1,2,3,4,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,Hello World!
68.Red 1,Ruth Christensen ,68,r1,6423,1,0,4,2,2,5,1,1,1,1,1,0,0,0,1,4,0,1,0,1,1,Hello World!
68.Red 2,Rachel Case ,68,r2,1585,1,1,5,1,1,5,1,0,1,1,1,1,1,1,1,2,-1,1,0,1,1,Hello World!
68.Red 3,Ruth Christensen ,68,r3,10223,1,0,2,1,1,5,0,1,0,1,1,1,1,0,0,3,1,1,0,0,0,Hello World!
69.Blue 1,Tetra Ukav ,69,b1,1405,1,-1,4,1,2,5,1,1,1,1,0,1,1,0,1,2,-1,1,0,0,1,Hello World!
69.Blue 2,Arthur Sayre ,69,b2,6868,0,1,2,1,3,2,1,1,1,1,1,1,0,1,1,3,0,0,0,0,1,Hello World!
69.Blue 3,Connor Rapp ,69,b3,10922,0,0,2,1,3,5,1,0,1,1,1,0,1,0,1,-1,1,1,0,1,0,Hello World!
69.Red 1,Ethan Stiffler ,69,r1,3799,1,0,5,3,1,4,0,1,0,0,1,0,0,1,1,3,-1,0,0,1,0,Hello World!
69.Red 2,Ruth Christensen ,69,r2,2340,1,-1,1,2,1,5,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,1,Hello World!
69.Red 3,Kai  Wilbur ,69,r3,1450,1,-1,5,3,1,5,1,0,0,1,1,1,1,0,0,1,-1,1,1,0,1,Hello World!
70.Blue 1,Tyler Hignett ,70,b1,810,0,-1,4,1,2,3,1,1,0,1,1,1,1,0,0,3,1,0,0,0,0,Hello World!
70.Blue 2,Domenic Giammusso ,70,b2,9767,1,-1,4,2,2,4,1,1,1,0,1,1,1,0,0,4,0,1,1,0,1,Hello World!
70.Blue 3,Ruth Christensen ,70,b3,378,0,-1,2,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,Hello World!
70.Red 1,Carter Silva ,70,r1,9016,1,-1,4,1,1,2,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,Hello World!
70.Red 2,Nicholas Munier ,70,r2,271,0,0,2,1,3,3,0,0,1,1,0,1,0,1,1,1,-1,1,1,1,1,Hello World!
70.Red 3,Runa Hunt ,70,r3,3173,1,0,1,1,1,3,1,1,0,1,1,0,0,1,0,3,0,1,0,1,1,Hello World!
71.Blue 1,Ethan Stiffler ,71,b1,144,0,1,5,2,2,2,0,1,0,1,1,0,1,0,0,3,0,1,1,1,0,Hello World!
71.Blue 2,Amanah Obaji ,71,b2,1787,0,0,5,1,1,4,1,0,0,0,0,1,1,0,1,2,1,0,1,0,0,Hello World!
71.Blue 3,Connor Rapp ,71,b3,639,0,0,5,1,2,1,0,1,1,1,0,0,1,0,1,3,-1,0,1,0,0,Hello World!
71.Red 1,Domenic Giammusso ,71,r1,4458,0,-1,5,2,1,1,0,1,1,0,1,0,1,0,1,4,1,0,0,1,1,Hello World!
71.Red 2,Andrew Crawford  ,71,r2,4253,0,0,1,1,1,2,0,0,0,1,0,0,1,0,1,3,1,0,0,1,1,Hello World!
71.Red 3,Dean Blanchard ,71,r3,4930,0,-1,4,3,1,4,0,0,0,1,1,1,1,0,1,-1,0,1,0,0,1,Hello World!
72.Blue 1,Gianmarco D'Angelo  ,72,b1,3044,1,1,4,3,1,3,0,1,1,1,0,0,1,1,0,1,-1,1,0,1,0,Hello World!
72.Blue 2,Dean Blanchard ,72,b2,3181,1,1,1,1,2,3,0,0,0,1,0,1,1,1,1,-1,1,1,1,1,0,Hello World!
72.Blue 3,Amanah Obaji ,72,b3,4093,0,-1,5,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,Hello World!
72.Red 1,Mason Silva ,72,r1,8503,1,1,2,1,1,3,1,1,1,0,0,1,1,0,0,-1,-1,0,0,0,0,Hello World!
72.Red 2,Matthew Mazzota ,72,r2,48,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,0,1,Hello World!
72.Red 3,Celton Norter ,72,r3,5528,1,1,4,1,2,1,0,1,0,1,1,1,0,1,1,3,0,0,0,1,0,Hello World!
73.Blue 1,Tetra Ukav ,73,b1,325,0,0,5,1,1,5,1,0,1,1,1,1,1,0,0,3,1,1,0,0,1,Hello World!
73.Blue 2,Connor Rapp ,73,b2,191,0,1,1,2,1,1,0,1,1,1,0,0,0,0,0,-1,-1,0,1,1,1,Hello World!
73.Blue 3,Vaishu Das ,73,b3,1468,1,0,3,1,3,3,0,1,1,0,0,1,0,0,1,4,1,1,1,1,0,Hello World!
73.Red 1,Eli Harrison ,73,r1,3951,0,0,5,2,2,4,1,1,0,1,0,0,0,0,0,4,1,0,1,1,1,Hello World!
73.Red 2,Nathan DeVito ,73,r2,1056,1,-1,5,3,2,3,1,0,0,1,1,1,1,0,1,-1,-1,1,1,1,1,Hello World!
73.Red 3,Tetra Ukav ,73,r3,353,0,-1,4,3,3,3,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,Hello World!
74.Blue 1,Amanah Obaji ,74,b1,564,0,-1,4,3,3,5,0,1,0,1,0,0,1,0,1,3,0,0,0,1,1,Hello World!
74.Blue 2,Autumn Schoenfeld ,74,b2,694,0,0,3,2,3,2,1,0,1,0,1,1,1,0,1,-1,-1,0,1,0,0,Hello World!
74.Blue 3,Autumn Schoenfeld ,74,b3,20,1,1,1,3,1,4,0,1,0,1,0,1,1,0,0,2,0,0,1,0,0,Hello World!
74.Red 1,Rachel Case ,74,r1,1781,0,-1,4,2,2,4,1,0,0,1,1,1,0,1,0,2,1,1,0,1,1,Hello World!
74.Red 2,Andrew Crawford  ,74,r2,7903,1,-1,2,1,2,5,1,0,1,1,1,0,1,1,0,-1,-1,1,0,0,0,Hello World!
74.Red 3,Matthew Mazzota ,74,r3,3838,0,1,3,2,1,5,1,1,0,1,0,0,0,0,0,2,1,0,1,1,1,Hello World!
75.Blue 1,Nicholas Munier ,75,b1,5590,0,-1,4,2,2,2,1,0,1,0,1,0,1,1,1,1,-1,1,1,1,0,Hello World!
75.Blue 2,Celton Norter ,75,b2,1518,1,-1,1,1,3,3,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,Hello World!
75.Blue 3,Tyler Hignett ,75,b3,1405,0,-1,5,2,2,5,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,Hello World!
75.Red 1,Celton Norter ,75,r1,578,0,1,4,1,2,3,1,0,0,0,1,1,1,0,1,3,-1,1,0,1,1,Hello World!
75.Red 2,Jonah Woika ,75,r2,1591,1,1,2,1,3,5,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,Hello World!
75.Red 3,Ethan Stiffler ,75,r3,340,1,-1,3,2,3,5,1,0,1,0,1,1,0,0,0,2,-1,1,0,1,1,Hello World!
76.Blue 1,Autumn Schoenfeld ,76,b1,7030,1,-1,5,2,2,5,1,1,0,1,0,1,0,0,1,-1,-1,1,0,1,0,Hello World!
76.Blue 2,Matthew Mazzota ,76,b2,2340,1,1,4,1,2,5,1,1,1,1,1,1,0,0,0,3,-1,1,1,0,1,Hello World!
76.Blue 3,Vaishu Das ,76,b3,6423,1,0,5,3,3,3,0,0,1,1,0,1,1,0,0,3,0,0,0,0,1,Hello World!
76.Red 1,Jonah Woika ,76,r1,6947,1,0,2,2,1,5,0,0,1,1,0,1,1,0,1,-1,1,0,0,0,0,Hello World!
76.Red 2,Connor Rapp ,76,r2,1511,1,-1,3,1,1,4,0,0,0,0,1,0,1,0,1,4,0,1,0,0,0,Hello World!
76.Red 3,Arthur Sayre ,76,r3,9767,0,1,2,3,2,4,0,0,0,0,0,0,1,0,1,4,-1,1,1,0,1,Hello World!
77.Blue 1,Autumn Schoenfeld ,77,b1,1585,1,0,3,2,2,4,1,0,0,0,0,1,1,0,0,-1,-1,1,1,0,0,Hello World!
77.Blue 2,Carter Silva ,77,b2,810,1,0,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,Hello World!
77.Blue 3,Tetra Ukav ,77,b3,3015,0,0,2,1,2,5,0,1,1,1,0,1,1,1,1,4,1,1,1,0,1,Hello World!
77.Red 1,Andrew Crawford  ,77,r1,3003,1,0,4,1,2,1,0,0,1,1,1,0,1,1,1,-1,0,0,0,1,1,Hello World!
77.Red 2,Kai  Wilbur ,77,r2,4458,1,0,4,2,2,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,Hello World!
77.Red 3,Domenic Giammusso ,77,r3,6868,1,1,1,2,3,2,0,0,0,0,0,1,0,0,1,3,-1,1,0,0,1,Hello World!
78.Blue 1,Kai  Wilbur ,78,b1,424,0,0,3,1,3,2,0,0,1,1,1,1,0,0,1,1,-1,0,0,1,0,Hello World!
78.Blue 2,Kai  Wilbur ,78,b2,10223,1,-1,3,3,1,3,1,1,0,0,0,1,0,0,1,2,0,1,1,1,0,Hello World!
78.Blue 3,Dean Blanchard ,78,b3,5528,0,-1,2,1,2,3,0,0,0,0,0,0,0,1,0,4,-1,1,1,0,1,Hello World!
78.Red 1,Kai  Wilbur ,78,r1,144,0,0,5,1,1,3,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,Hello World!
78.Red 2,Ruth Christensen ,78,r2,48,0,-1,3,2,3,2,1,0,1,0,0,0,1,1,0,1,-1,0,1,0,0,Hello World!
78.Red 3,Arthur Sayre ,78,r3,1126,0,0,5,3,3,1,1,1,1,0,0,0,0,1,1,2,-1,0,0,1,0,Hello World!
79.Blue 1,Connor Rapp ,79,b1,1468,1,-1,3,3,3,3,1,0,1,1,0,1,1,1,0,2,1,1,1,0,1,Hello World!
79.Blue 2,Nathan DeVito ,79,b2,3799,1,1,1,1,2,3,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,Hello World!
79.Blue 3,Jonah Woika ,79,b3,3181,0,0,5,3,2,4,0,0,1,1,1,1,1,0,0,3,-1,0,0,1,0,Hello World!
79.Red 1,Colby Jackson ,79,r1,1787,1,1,5,1,2,2,1,1,0,1,0,0,1,0,1,-1,-1,1,0,0,0,Hello World!
79.Red 2,Mason Silva ,79,r2,1450,0,0,3,2,2,2,0,1,1,0,1,1,1,1,1,1,-1,0,1,0,0,Hello World!
79.Red 3,Caitlin Munier ,79,r3,191,0,1,5,2,2,2,1,0,1,0,0,1,0,1,0,4,-1,0,0,0,1,Hello World!
80.Blue 1,Andrew Crawford  ,80,b1,10922,1,1,1,3,3,5,1,0,1,0,0,0,0,0,1,3,0,0,0,1,1,Hello World!
80.Blue 2,Arthur Sayre ,80,b2,1559,0,-1,3,3,1,1,0,1,1,0,0,1,1,1,0,2,1,1,0,0,1,Hello World!
80.Blue 3,Mason Silva ,80,b3,353,0,0,4,3,1,2,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,Hello World!
80.Red 1,Celton Norter ,80,r1,4093,1,0,1,2,1,3,0,1,0,1,1,0,1,1,1,3,-1,1,1,0,1,Hello World!
80.Red 2,Domenic Giammusso ,80,r2,9016,0,0,3,1,3,3,0,0,0,1,1,1,1,1,1,-1,-1,0,1,1,0,Hello World!
80.Red 3,Matthew Mazzota ,80,r3,1781,1,0,3,1,3,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,Hello World!
81.Blue 1,Connor Rapp ,81,b1,271,0,-1,5,3,3,5,0,1,0,0,0,1,0,1,1,4,0,0,0,0,1,Hello World!
81.Blue 2,Tetra Ukav ,81,b2,3044,0,1,5,3,3,3,1,0,1,0,1,0,1,0,1,4,-1,0,0,0,1,Hello World!
81.Blue 3,Jonah Woika ,81,b3,3951,1,1,4,3,2,3,0,0,1,1,1,1,1,0,1,3,1,0,1,1,1,Hello World!
81.Red 1,Caitlin Munier ,81,r1,2228,1,-1,4,3,3,1,1,1,1,1,1,0,1,1,0,-1,1,0,0,0,1,Hello World!
81.Red 2,Nicholas Munier ,81,r2,4930,1,-1,2,2,2,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,Hello World!
81.Red 3,Gianmarco D'Angelo  ,81,r3,3173,1,0,5,3,3,2,1,0,0,0,1,1,0,0,0,4,1,0,1,0,0,Hello World!
82.Blue 1,Mason Silva ,82,b1,564,1,0,1,3,3,5,0,1,1,0,1,0,0,0,1,2,0,1,1,0,1,Hello World!
82.Blue 2,Gianmarco D'Angelo  ,82,b2,8503,1,-1,3,1,3,1,1,0,0,1,1,1,0,1,1,3,0,1,1,0,1,Hello World!
82.Blue 3,Gianmarco D'Angelo  ,82,b3,1507,0,-1,2,3,1,1,1,1,0,1,0,1,0,0,0,4,1,0,0,0,1,Hello World!
82.Red 1,Connor Rapp ,82,r1,378,1,0,3,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Hello World!
82.Red 2,Gianmarco D'Angelo  ,82,r2,325,1,0,4,2,2,2,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,Hello World!
82.Red 3,Mason Silva ,82,r3,4253,1,0,3,2,3,1,1,1,0,1,0,1,1,1,0,1,-1,0,1,0,0,Hello World!
83.Blue 1,Tyler Hignett ,83,b1,432,1,1,5,3,2,1,1,0,0,0,1,0,1,1,0,-1,0,1,1,1,1,Hello World!
83.Blue 2,Autumn Schoenfeld ,83,b2,3838,0,0,5,3,3,3,0,0,1,1,0,0,1,0,1,3,1,1,0,0,0,Hello World!
83.Blue 3,Amanah Obaji ,83,b3,20,0,-1,5,2,3,3,1,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0,Hello World!
83.Red 1,Andrew Crawford  ,83,r1,1056,1,1,3,1,2,5,1,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,Hello World!
83.Red 2,Amanah Obaji ,83,r2,639,1,1,5,1,3,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,Hello World!
83.Red 3,Kai  Wilbur ,83,r3,7903,1,0,4,3,1,2,1,1,0,0,0,0,1,0,0,4,-1,1,0,0,0,Hello World!
